,Department_UPC,ID_author,Number_articles
20889,Departament d'Enginyeria Electrònica,183155,60
20920,Departament d'Enginyeria Electrònica,183386,1
20925,Departament d'Enginyeria Electrònica,183427,15
20927,Departament d'Enginyeria Electrònica,183742,3
20928,Departament d'Enginyeria Electrònica,183816,23
20947,Departament d'Enginyeria Electrònica,184272,9
20959,Departament d'Enginyeria Electrònica,18555643,2
20973,Departament d'Enginyeria Electrònica,19099925,4
20982,Departament d'Enginyeria Electrònica,1918117,47
21023,Departament d'Enginyeria Electrònica,19687577,6
21076,Departament d'Enginyeria Electrònica,2042214,17
21091,Departament d'Enginyeria Electrònica,21032476,1
21092,Departament d'Enginyeria Electrònica,2103253,10
21124,Departament d'Enginyeria Electrònica,2168815,40
21160,Departament d'Enginyeria Electrònica,22037364,3
21165,Departament d'Enginyeria Electrònica,22037714,14
21192,Departament d'Enginyeria Electrònica,22039236,4
21209,Departament d'Enginyeria Electrònica,22425678,10
21283,Departament d'Enginyeria Electrònica,23641390,4
21334,Departament d'Enginyeria Electrònica,25187885,4
21335,Departament d'Enginyeria Electrònica,25187930,2
21345,Departament d'Enginyeria Electrònica,25189271,1
21387,Departament d'Enginyeria Electrònica,25864466,2
21401,Departament d'Enginyeria Electrònica,25893971,7
21417,Departament d'Enginyeria Electrònica,25898014,1
21424,Departament d'Enginyeria Electrònica,2593004,8
21445,Departament d'Enginyeria Electrònica,2632836,18
21481,Departament d'Enginyeria Electrònica,28111423,1
21498,Departament d'Enginyeria Electrònica,28961744,2
21502,Departament d'Enginyeria Electrònica,29269231,2
21507,Departament d'Enginyeria Electrònica,29437505,1
21508,Departament d'Enginyeria Electrònica,29437527,1
21511,Departament d'Enginyeria Electrònica,29437798,1
21517,Departament d'Enginyeria Electrònica,29529275,1
21532,Departament d'Enginyeria Electrònica,29939092,1
21668,Departament d'Enginyeria Electrònica,5864204,9
21724,Departament d'Enginyeria Elèctrica,11004608,17
21753,Departament d'Enginyeria Elèctrica,11007356,59
21785,Departament d'Enginyeria Elèctrica,11213544,17
21787,Departament d'Enginyeria Elèctrica,11213834,2
21791,Departament d'Enginyeria Elèctrica,11214350,4
21859,Departament d'Enginyeria Elèctrica,12911103,4
21881,Departament d'Enginyeria Elèctrica,13076257,26
21923,Departament d'Enginyeria Elèctrica,15114439,11
21953,Departament d'Enginyeria Elèctrica,15390382,29
21992,Departament d'Enginyeria Elèctrica,16269634,24
21993,Departament d'Enginyeria Elèctrica,16269638,13
22199,Departament d'Enginyeria Elèctrica,178287,6
22216,Departament d'Enginyeria Elèctrica,178324,3
22232,Departament d'Enginyeria Elèctrica,178349,9
22244,Departament d'Enginyeria Elèctrica,178394,4
22246,Departament d'Enginyeria Elèctrica,178397,14
22247,Departament d'Enginyeria Elèctrica,178399,18
22288,Departament d'Enginyeria Elèctrica,178514,4
22309,Departament d'Enginyeria Elèctrica,178564,73
22319,Departament d'Enginyeria Elèctrica,178583,22
22335,Departament d'Enginyeria Elèctrica,178613,34
22440,Departament d'Enginyeria Elèctrica,179024,25
22464,Departament d'Enginyeria Elèctrica,179075,18
22495,Departament d'Enginyeria Elèctrica,179222,24
22547,Departament d'Enginyeria Elèctrica,179376,20
22621,Departament d'Enginyeria Elèctrica,179657,42
22711,Departament d'Enginyeria Elèctrica,179893,39
22712,Departament d'Enginyeria Elèctrica,179896,41
22777,Departament d'Enginyeria Elèctrica,180069,9
22791,Departament d'Enginyeria Elèctrica,180105,1
22872,Departament d'Enginyeria Elèctrica,180302,24
22882,Departament d'Enginyeria Elèctrica,180331,4
22950,Departament d'Enginyeria Elèctrica,180527,21
22972,Departament d'Enginyeria Elèctrica,180608,19
22973,Departament d'Enginyeria Elèctrica,180609,20
22974,Departament d'Enginyeria Elèctrica,180610,24
22996,Departament d'Enginyeria Elèctrica,180689,61
23052,Departament d'Enginyeria Elèctrica,180868,2
23095,Departament d'Enginyeria Elèctrica,181034,34
23126,Departament d'Enginyeria Elèctrica,181183,32
23144,Departament d'Enginyeria Elèctrica,181207,27
23185,Departament d'Enginyeria Elèctrica,181360,130
23214,Departament d'Enginyeria Elèctrica,181452,23
23289,Departament d'Enginyeria Elèctrica,181739,87
23337,Departament d'Enginyeria Elèctrica,181922,20
23388,Departament d'Enginyeria Elèctrica,182106,16
23401,Departament d'Enginyeria Elèctrica,182151,18
23402,Departament d'Enginyeria Elèctrica,182153,43
23422,Departament d'Enginyeria Elèctrica,182263,155
23429,Departament d'Enginyeria Elèctrica,182287,42
23430,Departament d'Enginyeria Elèctrica,182289,28
23449,Departament d'Enginyeria Elèctrica,182388,9
23528,Departament d'Enginyeria Elèctrica,182759,38
23565,Departament d'Enginyeria Elèctrica,182912,32
23846,Departament d'Enginyeria Elèctrica,21896781,9
24010,Departament d'Enginyeria Elèctrica,23641981,4
24039,Departament d'Enginyeria Elèctrica,25180505,3
24040,Departament d'Enginyeria Elèctrica,25180662,1
24066,Departament d'Enginyeria Elèctrica,25191175,7
24067,Departament d'Enginyeria Elèctrica,25191328,7
24101,Departament d'Enginyeria Elèctrica,25865549,1
24139,Departament d'Enginyeria Elèctrica,25959518,2
24230,Departament d'Enginyeria Elèctrica,29530017,1
24243,Departament d'Enginyeria Elèctrica,29937750,1
24255,Departament d'Enginyeria Elèctrica,30957858,5
24270,Departament d'Enginyeria Elèctrica,31798277,2
24418,Departament d'Enginyeria Mecànica,10870940,41
24426,Departament d'Enginyeria Mecànica,11002046,17
24545,Departament d'Enginyeria Mecànica,12731641,4
24566,Departament d'Enginyeria Mecànica,12888811,1
24588,Departament d'Enginyeria Mecànica,13060939,8
24608,Departament d'Enginyeria Mecànica,14133765,36
24847,Departament d'Enginyeria Mecànica,178034,14
24896,Departament d'Enginyeria Mecànica,178235,11
24920,Departament d'Enginyeria Mecànica,178314,28
25170,Departament d'Enginyeria Mecànica,179062,7
25172,Departament d'Enginyeria Mecànica,179064,7
25260,Departament d'Enginyeria Mecànica,179377,1
25355,Departament d'Enginyeria Mecànica,179696,54
25371,Departament d'Enginyeria Mecànica,179751,11
25417,Departament d'Enginyeria Mecànica,179882,5
25479,Departament d'Enginyeria Mecànica,180049,1
25566,Departament d'Enginyeria Mecànica,180255,8
25569,Departament d'Enginyeria Mecànica,180261,7
25596,Departament d'Enginyeria Mecànica,180346,2
25613,Departament d'Enginyeria Mecànica,180390,5
25631,Departament d'Enginyeria Mecànica,180442,1
25679,Departament d'Enginyeria Mecànica,180593,9
25680,Departament d'Enginyeria Mecànica,180599,9
25701,Departament d'Enginyeria Mecànica,180658,8
25702,Departament d'Enginyeria Mecànica,180661,22
25706,Departament d'Enginyeria Mecànica,180676,7
25784,Departament d'Enginyeria Mecànica,180939,55
25789,Departament d'Enginyeria Mecànica,180983,10
25806,Departament d'Enginyeria Mecànica,181032,15
25824,Departament d'Enginyeria Mecànica,181137,3
25834,Departament d'Enginyeria Mecànica,181172,35
25906,Departament d'Enginyeria Mecànica,181384,20
25925,Departament d'Enginyeria Mecànica,181450,11
25942,Departament d'Enginyeria Mecànica,181518,2
25955,Departament d'Enginyeria Mecànica,181556,65
25978,Departament d'Enginyeria Mecànica,181667,1
25981,Departament d'Enginyeria Mecànica,181679,4
26018,Departament d'Enginyeria Mecànica,181796,9
26096,Departament d'Enginyeria Mecànica,182088,44
26118,Departament d'Enginyeria Mecànica,182171,36
26143,Departament d'Enginyeria Mecànica,182298,11
26218,Departament d'Enginyeria Mecànica,182649,49
26219,Departament d'Enginyeria Mecànica,182651,32
26223,Departament d'Enginyeria Mecànica,182673,2
26245,Departament d'Enginyeria Mecànica,182778,16
26294,Departament d'Enginyeria Mecànica,183047,8
26297,Departament d'Enginyeria Mecànica,183061,31
26330,Departament d'Enginyeria Mecànica,183268,15
26361,Departament d'Enginyeria Mecànica,184150,2
26536,Departament d'Enginyeria Mecànica,21577274,7
26565,Departament d'Enginyeria Mecànica,21988891,3
26575,Departament d'Enginyeria Mecànica,22036709,2
26578,Departament d'Enginyeria Mecànica,22036995,1
26608,Departament d'Enginyeria Mecànica,22038889,1
26688,Departament d'Enginyeria Mecànica,23640891,3
26723,Departament d'Enginyeria Mecànica,23642009,3
26732,Departament d'Enginyeria Mecànica,25159911,4
26745,Departament d'Enginyeria Mecànica,25179781,1
26753,Departament d'Enginyeria Mecànica,25181513,1
26801,Departament d'Enginyeria Mecànica,25839507,1
26814,Departament d'Enginyeria Mecànica,25866092,1
26877,Departament d'Enginyeria Mecànica,26405928,2
26882,Departament d'Enginyeria Mecànica,26580406,2
26891,Departament d'Enginyeria Mecànica,27154754,1
26908,Departament d'Enginyeria Mecànica,28487744,1
26912,Departament d'Enginyeria Mecànica,28619894,1
27030,Departament d'Enginyeria Mecànica,4445930,9
27089,Departament d'Enginyeria Mecànica,5808109,18
27097,Departament d'Enginyeria Mecànica,8561323,19
27146,"Departament d'Enginyeria Minera, Industrial i TIC",11004004,4
27149,"Departament d'Enginyeria Minera, Industrial i TIC",11004688,1
27182,"Departament d'Enginyeria Minera, Industrial i TIC",11007906,12
27227,"Departament d'Enginyeria Minera, Industrial i TIC",11608595,5
27256,"Departament d'Enginyeria Minera, Industrial i TIC",12731596,37
27408,"Departament d'Enginyeria Minera, Industrial i TIC",15828641,1
27420,"Departament d'Enginyeria Minera, Industrial i TIC",16670298,17
27636,"Departament d'Enginyeria Minera, Industrial i TIC",178319,8
27638,"Departament d'Enginyeria Minera, Industrial i TIC",178321,13
27642,"Departament d'Enginyeria Minera, Industrial i TIC",178326,47
27644,"Departament d'Enginyeria Minera, Industrial i TIC",178329,4
27645,"Departament d'Enginyeria Minera, Industrial i TIC",178330,6
27729,"Departament d'Enginyeria Minera, Industrial i TIC",178556,26
27912,"Departament d'Enginyeria Minera, Industrial i TIC",179172,9
27922,"Departament d'Enginyeria Minera, Industrial i TIC",179231,16
27923,"Departament d'Enginyeria Minera, Industrial i TIC",179233,6
27941,"Departament d'Enginyeria Minera, Industrial i TIC",179296,6
27946,"Departament d'Enginyeria Minera, Industrial i TIC",179311,2
27948,"Departament d'Enginyeria Minera, Industrial i TIC",179317,2
27962,"Departament d'Enginyeria Minera, Industrial i TIC",179352,26
27985,"Departament d'Enginyeria Minera, Industrial i TIC",179464,18
28005,"Departament d'Enginyeria Minera, Industrial i TIC",179535,3
28050,"Departament d'Enginyeria Minera, Industrial i TIC",179665,9
28051,"Departament d'Enginyeria Minera, Industrial i TIC",179666,12
28199,"Departament d'Enginyeria Minera, Industrial i TIC",180065,16
28239,"Departament d'Enginyeria Minera, Industrial i TIC",180168,48
28336,"Departament d'Enginyeria Minera, Industrial i TIC",180422,7
28347,"Departament d'Enginyeria Minera, Industrial i TIC",180452,7
28387,"Departament d'Enginyeria Minera, Industrial i TIC",180581,7
28407,"Departament d'Enginyeria Minera, Industrial i TIC",180636,7
28463,"Departament d'Enginyeria Minera, Industrial i TIC",180823,4
28876,"Departament d'Enginyeria Minera, Industrial i TIC",182405,3
28883,"Departament d'Enginyeria Minera, Industrial i TIC",182426,45
28960,"Departament d'Enginyeria Minera, Industrial i TIC",182806,73
28994,"Departament d'Enginyeria Minera, Industrial i TIC",182942,21
29008,"Departament d'Enginyeria Minera, Industrial i TIC",183053,11
29028,"Departament d'Enginyeria Minera, Industrial i TIC",183163,6
29069,"Departament d'Enginyeria Minera, Industrial i TIC",184023,35
29126,"Departament d'Enginyeria Minera, Industrial i TIC",1918195,2
29307,"Departament d'Enginyeria Minera, Industrial i TIC",22037897,3
29386,"Departament d'Enginyeria Minera, Industrial i TIC",23551562,66
29578,"Departament d'Enginyeria Minera, Industrial i TIC",26101458,3
29593,"Departament d'Enginyeria Minera, Industrial i TIC",26580368,2
29707,"Departament d'Enginyeria Minera, Industrial i TIC",32001334,17
29743,"Departament d'Enginyeria Minera, Industrial i TIC",4446108,1
29766,"Departament d'Enginyeria Minera, Industrial i TIC",5077258,3
29819,"Departament d'Enginyeria Minera, Industrial i TIC",8834200,41
29892,Departament d'Enginyeria Química,11007734,10
29895,Departament d'Enginyeria Química,11007927,28
29940,Departament d'Enginyeria Química,11608616,48
29977,Departament d'Enginyeria Química,12770845,2
30000,Departament d'Enginyeria Química,12919828,6
30005,Departament d'Enginyeria Química,12996999,1
30013,Departament d'Enginyeria Química,13061111,7
30026,Departament d'Enginyeria Química,13693184,10
30071,Departament d'Enginyeria Química,15226732,48
30182,Departament d'Enginyeria Química,17704398,19
30187,Departament d'Enginyeria Química,17704602,8
30200,Departament d'Enginyeria Química,17705407,8
30217,Departament d'Enginyeria Química,177845,14
30228,Departament d'Enginyeria Química,177874,16
30240,Departament d'Enginyeria Química,177899,149
30252,Departament d'Enginyeria Química,177935,11
30268,Departament d'Enginyeria Química,178030,40
30292,Departament d'Enginyeria Química,178140,183
30307,Departament d'Enginyeria Química,178201,5
30330,Departament d'Enginyeria Química,178264,3
30336,Departament d'Enginyeria Química,178289,37
30342,Departament d'Enginyeria Química,178310,6
30394,Departament d'Enginyeria Química,178430,9
30397,Departament d'Enginyeria Química,178437,3
30403,Departament d'Enginyeria Química,178444,58
30405,Departament d'Enginyeria Química,178457,81
30410,Departament d'Enginyeria Química,178470,18
30428,Departament d'Enginyeria Química,178540,23
30433,Departament d'Enginyeria Química,178546,12
30498,Departament d'Enginyeria Química,178694,49
30537,Departament d'Enginyeria Química,178900,56
30542,Departament d'Enginyeria Química,178916,56
30548,Departament d'Enginyeria Química,178934,48
30627,Departament d'Enginyeria Química,179202,37
30640,Departament d'Enginyeria Química,179250,3
30641,Departament d'Enginyeria Química,179251,64
30647,Departament d'Enginyeria Química,179270,16
30654,Departament d'Enginyeria Química,179297,16
30657,Departament d'Enginyeria Química,179304,54
30686,Departament d'Enginyeria Química,179390,1
30689,Departament d'Enginyeria Química,179411,1
30791,Departament d'Enginyeria Química,179738,6
30798,Departament d'Enginyeria Química,179763,18
30838,Departament d'Enginyeria Química,179872,9
30851,Departament d'Enginyeria Química,179902,14
30920,Departament d'Enginyeria Química,180084,51
30921,Departament d'Enginyeria Química,180085,94
30955,Departament d'Enginyeria Química,180180,334
30958,Departament d'Enginyeria Química,180186,18
30997,Departament d'Enginyeria Química,180266,15
31000,Departament d'Enginyeria Química,180272,28
31002,Departament d'Enginyeria Química,180279,33
31094,Departament d'Enginyeria Química,180557,81
31152,Departament d'Enginyeria Química,180748,66
31164,Departament d'Enginyeria Química,180791,56
31209,Departament d'Enginyeria Química,180941,47
31243,Departament d'Enginyeria Química,181101,176
31275,Departament d'Enginyeria Química,181201,5
31292,Departament d'Enginyeria Química,181235,27
31303,Departament d'Enginyeria Química,181302,38
31332,Departament d'Enginyeria Química,181392,100
31374,Departament d'Enginyeria Química,181541,2
31392,Departament d'Enginyeria Química,181609,3
31418,Departament d'Enginyeria Química,181710,3
31422,Departament d'Enginyeria Química,181723,7
31424,Departament d'Enginyeria Química,181732,50
31459,Departament d'Enginyeria Química,181876,26
31515,Departament d'Enginyeria Química,182072,84
31551,Departament d'Enginyeria Química,182205,38
31608,Departament d'Enginyeria Química,182478,319
31610,Departament d'Enginyeria Química,182490,19
31614,Departament d'Enginyeria Química,182498,17
31703,Departament d'Enginyeria Química,182916,27
31758,Departament d'Enginyeria Química,183294,76
31777,Departament d'Enginyeria Química,183871,9
31778,Departament d'Enginyeria Química,183985,11
31786,Departament d'Enginyeria Química,184161,1
31789,Departament d'Enginyeria Química,184192,1
31790,Departament d'Enginyeria Química,184205,23
31797,Departament d'Enginyeria Química,184292,55
31804,Departament d'Enginyeria Química,185064,99
31819,Departament d'Enginyeria Química,18927262,9
31879,Departament d'Enginyeria Química,19687932,7
31906,Departament d'Enginyeria Química,20338439,3
31922,Departament d'Enginyeria Química,20339203,26
31996,Departament d'Enginyeria Química,22033882,18
32004,Departament d'Enginyeria Química,22037176,4
32011,Departament d'Enginyeria Química,22037499,6
32064,Departament d'Enginyeria Química,22518047,4
32074,Departament d'Enginyeria Química,2318056,61
32075,Departament d'Enginyeria Química,2319889,2
32114,Departament d'Enginyeria Química,23640951,9
32115,Departament d'Enginyeria Química,23640979,2
32132,Departament d'Enginyeria Química,23641400,4
32133,Departament d'Enginyeria Química,23641416,1
32187,Departament d'Enginyeria Química,25188711,2
32188,Departament d'Enginyeria Química,25188777,1
32189,Departament d'Enginyeria Química,25188805,2
32190,Departament d'Enginyeria Química,25188913,7
32199,Departament d'Enginyeria Química,25190382,1
32216,Departament d'Enginyeria Química,25211376,3
32228,Departament d'Enginyeria Química,25846966,1
32246,Departament d'Enginyeria Química,25888231,2
32250,Departament d'Enginyeria Química,25894127,1
32267,Departament d'Enginyeria Química,25898106,3
32273,Departament d'Enginyeria Química,2595226,54
32274,Departament d'Enginyeria Química,25954692,1
32284,Departament d'Enginyeria Química,25961735,1
32289,Departament d'Enginyeria Química,25980783,4
32298,Departament d'Enginyeria Química,26377921,1
32312,Departament d'Enginyeria Química,26716375,3
32313,Departament d'Enginyeria Química,26964472,1
32335,Departament d'Enginyeria Química,28619833,3
32338,Departament d'Enginyeria Química,28619916,4
32358,Departament d'Enginyeria Química,29437792,1
32367,Departament d'Enginyeria Química,29530264,1
32385,Departament d'Enginyeria Química,30432170,3
32387,Departament d'Enginyeria Química,30434939,2
32428,Departament d'Enginyeria Química,32115142,1
32433,Departament d'Enginyeria Química,32366578,1
32449,Departament d'Enginyeria Química,4017105,38
32476,Departament d'Enginyeria Química,5076486,28
32489,Departament d'Enginyeria Química,5243068,6
32526,Departament d'Enginyeria Química,8647246,52
33070,Departament d'Enginyeria Telemàtica,178331,3
33104,Departament d'Enginyeria Telemàtica,178428,10
33253,Departament d'Enginyeria Telemàtica,178914,31
33314,Departament d'Enginyeria Telemàtica,179079,12
33315,Departament d'Enginyeria Telemàtica,179081,17
33411,Departament d'Enginyeria Telemàtica,179467,31
33454,Departament d'Enginyeria Telemàtica,179601,7
33504,Departament d'Enginyeria Telemàtica,179746,3
33519,Departament d'Enginyeria Telemàtica,179793,31
33603,Departament d'Enginyeria Telemàtica,180008,18
33641,Departament d'Enginyeria Telemàtica,180112,25
33643,Departament d'Enginyeria Telemàtica,180114,13
33675,Departament d'Enginyeria Telemàtica,180206,32
33676,Departament d'Enginyeria Telemàtica,180207,55
33677,Departament d'Enginyeria Telemàtica,180208,22
33678,Departament d'Enginyeria Telemàtica,180209,12
33683,Departament d'Enginyeria Telemàtica,180217,4
33755,Departament d'Enginyeria Telemàtica,180411,34
33756,Departament d'Enginyeria Telemàtica,180412,30
33757,Departament d'Enginyeria Telemàtica,180413,7
33758,Departament d'Enginyeria Telemàtica,180414,3
33793,Departament d'Enginyeria Telemàtica,180504,18
33794,Departament d'Enginyeria Telemàtica,180505,6
33868,Departament d'Enginyeria Telemàtica,180762,7
33871,Departament d'Enginyeria Telemàtica,180780,12
33909,Departament d'Enginyeria Telemàtica,180917,8
33912,Departament d'Enginyeria Telemàtica,180920,9
33939,Departament d'Enginyeria Telemàtica,181021,9
34019,Departament d'Enginyeria Telemàtica,181327,30
34030,Departament d'Enginyeria Telemàtica,181355,6
34031,Departament d'Enginyeria Telemàtica,181357,21
34055,Departament d'Enginyeria Telemàtica,181437,2
34056,Departament d'Enginyeria Telemàtica,181438,4
34066,Departament d'Enginyeria Telemàtica,181458,25
34079,Departament d'Enginyeria Telemàtica,181525,7
34106,Departament d'Enginyeria Telemàtica,181624,7
34112,Departament d'Enginyeria Telemàtica,181660,11
34118,Departament d'Enginyeria Telemàtica,181680,36
34122,Departament d'Enginyeria Telemàtica,181691,25
34123,Departament d'Enginyeria Telemàtica,181693,4
34125,Departament d'Enginyeria Telemàtica,181695,10
34153,Departament d'Enginyeria Telemàtica,181794,1
34170,Departament d'Enginyeria Telemàtica,181867,14
34264,Departament d'Enginyeria Telemàtica,182220,17
34483,Departament d'Enginyeria Telemàtica,183407,26
34535,Departament d'Enginyeria Telemàtica,1918085,26
34782,Departament d'Enginyeria Telemàtica,22533295,4
34806,Departament d'Enginyeria Telemàtica,23536173,5
34809,Departament d'Enginyeria Telemàtica,23542758,5
35276,Departament d'Enginyeria de Projectes i de la Construcció,11002743,18
35355,Departament d'Enginyeria de Projectes i de la Construcció,11251205,32
35358,Departament d'Enginyeria de Projectes i de la Construcció,11485665,9
35398,Departament d'Enginyeria de Projectes i de la Construcció,12770614,12
35523,Departament d'Enginyeria de Projectes i de la Construcció,15447988,16
35968,Departament d'Enginyeria de Projectes i de la Construcció,178925,86
36042,Departament d'Enginyeria de Projectes i de la Construcció,179113,34
36116,Departament d'Enginyeria de Projectes i de la Construcció,179424,14
36164,Departament d'Enginyeria de Projectes i de la Construcció,179596,24
36433,Departament d'Enginyeria de Projectes i de la Construcció,180306,4
36491,Departament d'Enginyeria de Projectes i de la Construcció,180477,55
36616,Departament d'Enginyeria de Projectes i de la Construcció,180881,10
36649,Departament d'Enginyeria de Projectes i de la Construcció,181018,16
36758,Departament d'Enginyeria de Projectes i de la Construcció,181399,56
36775,Departament d'Enginyeria de Projectes i de la Construcció,181453,14
36969,Departament d'Enginyeria de Projectes i de la Construcció,182179,49
36988,Departament d'Enginyeria de Projectes i de la Construcció,182276,30
36996,Departament d'Enginyeria de Projectes i de la Construcció,182325,2
37004,Departament d'Enginyeria de Projectes i de la Construcció,182352,26
37023,Departament d'Enginyeria de Projectes i de la Construcció,182440,18
37059,Departament d'Enginyeria de Projectes i de la Construcció,182637,14
37064,Departament d'Enginyeria de Projectes i de la Construcció,182646,62
37111,Departament d'Enginyeria de Projectes i de la Construcció,182849,18
37151,Departament d'Enginyeria de Projectes i de la Construcció,183079,9
37349,Departament d'Enginyeria de Projectes i de la Construcció,2043555,37
37393,Departament d'Enginyeria de Projectes i de la Construcció,21665790,4
37603,Departament d'Enginyeria de Projectes i de la Construcció,25183635,1
37702,Departament d'Enginyeria de Projectes i de la Construcció,25961320,4
37766,Departament d'Enginyeria de Projectes i de la Construcció,28961514,14
37785,Departament d'Enginyeria de Projectes i de la Construcció,29482267,2
37824,Departament d'Enginyeria de Projectes i de la Construcció,31219279,1
37847,Departament d'Enginyeria de Projectes i de la Construcció,32069480,1
37850,Departament d'Enginyeria de Projectes i de la Construcció,32081967,1
37925,Departament d'Enginyeria de Projectes i de la Construcció,5415279,20
37962,Departament d'Enginyeria de Projectes i de la Construcció,9550610,45
37969,Departament d'Enginyeria de Serveis i Sistemes d'Informació,10108403,16
38048,Departament d'Enginyeria de Serveis i Sistemes d'Informació,11108392,5
38049,Departament d'Enginyeria de Serveis i Sistemes d'Informació,11111255,7
38187,Departament d'Enginyeria de Serveis i Sistemes d'Informació,15042919,3
38213,Departament d'Enginyeria de Serveis i Sistemes d'Informació,15258475,6
38278,Departament d'Enginyeria de Serveis i Sistemes d'Informació,16824701,1
38283,Departament d'Enginyeria de Serveis i Sistemes d'Informació,16846347,5
38372,Departament d'Enginyeria de Serveis i Sistemes d'Informació,177892,5
38440,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178191,69
38463,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178252,13
38501,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178341,10
38509,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178371,7
38540,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178456,5
38582,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178568,7
38604,Departament d'Enginyeria de Serveis i Sistemes d'Informació,178608,4
38888,Departament d'Enginyeria de Serveis i Sistemes d'Informació,179647,13
38962,Departament d'Enginyeria de Serveis i Sistemes d'Informació,179839,10
39096,Departament d'Enginyeria de Serveis i Sistemes d'Informació,180188,10
39236,Departament d'Enginyeria de Serveis i Sistemes d'Informació,180583,7
39516,Departament d'Enginyeria de Serveis i Sistemes d'Informació,181559,38
39526,Departament d'Enginyeria de Serveis i Sistemes d'Informació,181600,42
39626,Departament d'Enginyeria de Serveis i Sistemes d'Informació,181975,29
39633,Departament d'Enginyeria de Serveis i Sistemes d'Informació,181989,11
39640,Departament d'Enginyeria de Serveis i Sistemes d'Informació,182012,13
39732,Departament d'Enginyeria de Serveis i Sistemes d'Informació,182432,25
39781,Departament d'Enginyeria de Serveis i Sistemes d'Informació,182657,12
39891,Departament d'Enginyeria de Serveis i Sistemes d'Informació,183274,11
39935,Departament d'Enginyeria de Serveis i Sistemes d'Informació,184345,10
40133,Departament d'Enginyeria de Serveis i Sistemes d'Informació,22036312,1
40141,Departament d'Enginyeria de Serveis i Sistemes d'Informació,22037195,2
40222,Departament d'Enginyeria de Serveis i Sistemes d'Informació,23423069,2
40378,Departament d'Enginyeria de Serveis i Sistemes d'Informació,25880861,2
40606,Departament d'Enginyeria de Serveis i Sistemes d'Informació,4969089,3
40703,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",11003250,6
40710,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",11004739,15
40745,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",11008196,5
40766,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",11213374,3
40789,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",11608626,5
40854,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",12997014,1
40875,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",13693314,4
40972,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",1615129,3
41042,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",17704917,5
41047,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",17705370,15
41075,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",177870,1
41131,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",178106,35
41367,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",178829,53
41373,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",178848,30
41397,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",178942,25
41453,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179086,9
41470,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179149,24
41520,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179348,6
41535,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179397,49
41581,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179579,42
41591,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179609,1
41595,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179632,10
41599,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179641,16
41614,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179673,48
41693,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179891,29
41719,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179955,3
41722,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",179959,2
41834,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180245,253
41843,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180263,69
41844,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180264,20
41847,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180271,14
41872,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180351,16
41909,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180466,21
41916,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180478,29
41917,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180480,10
41933,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180518,6
