,Department_UPC,ID_author,Number_articles
41945,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180575,80
41986,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180704,15
41989,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180709,24
41990,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180710,52
42014,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180797,1
42015,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180798,3
42041,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180904,29
42042,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180906,2
42058,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",180945,6
42093,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181126,30
42102,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181162,5
42111,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181184,17
42112,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181186,30
42156,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181333,16
42164,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181346,18
42172,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181368,9
42190,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181432,45
42203,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181465,28
42213,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181516,29
42224,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181547,44
42276,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181753,3
42323,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181928,19
42339,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",181978,14
42348,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182004,107
42388,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182160,34
42405,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182261,39
42441,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182419,38
42464,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182501,64
42466,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182503,5
42469,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182521,2
42534,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182847,11
42548,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",182911,15
42639,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",184212,7
42650,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",184400,11
42731,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",19688082,7
42849,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",22036868,5
42881,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",22038910,2
42940,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",23528614,4
42972,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",23641216,4
42989,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",23641854,1
43040,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25189079,2
43043,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25189479,7
43045,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25189654,6
43091,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25880996,2
43111,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25897620,2
43116,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25898184,2
43129,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",25961423,1
43140,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",26200459,6
43147,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",26377935,2
43152,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",26580286,1
43185,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",28619909,3
43212,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",29529113,1
43225,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",2979884,37
43234,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",30432246,1
43244,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",3108832,27
43247,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",31219226,1
43253,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",31759621,5
43269,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",32064403,1
43283,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",32547947,17
43289,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",33057000,23
43376,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",8708527,8
43383,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",929229,14
43417,Departament d'Estadística i Investigació Operativa,11003900,29
43579,Departament d'Estadística i Investigació Operativa,13417881,3
43589,Departament d'Estadística i Investigació Operativa,13711788,1
43666,Departament d'Estadística i Investigació Operativa,15556895,5
43845,Departament d'Estadística i Investigació Operativa,178109,37
43885,Departament d'Estadística i Investigació Operativa,178249,12
43976,Departament d'Estadística i Investigació Operativa,178503,3
43999,Departament d'Estadística i Investigació Operativa,178553,11
44128,Departament d'Estadística i Investigació Operativa,179010,48
44130,Departament d'Estadística i Investigació Operativa,179013,39
44255,Departament d'Estadística i Investigació Operativa,179435,24
44267,Departament d'Estadística i Investigació Operativa,179507,18
44294,Departament d'Estadística i Investigació Operativa,179584,19
44341,Departament d'Estadística i Investigació Operativa,179704,69
44382,Departament d'Estadística i Investigació Operativa,179825,46
44439,Departament d'Estadística i Investigació Operativa,179973,7
44441,Departament d'Estadística i Investigació Operativa,179979,27
44456,Departament d'Estadística i Investigació Operativa,180020,30
44496,Departament d'Estadística i Investigació Operativa,180122,2
44682,Departament d'Estadística i Investigació Operativa,180644,20
44774,Departament d'Estadística i Investigació Operativa,180986,8
44782,Departament d'Estadística i Investigació Operativa,181014,26
44786,Departament d'Estadística i Investigació Operativa,181019,25
44797,Departament d'Estadística i Investigació Operativa,181064,72
44804,Departament d'Estadística i Investigació Operativa,181117,1
44806,Departament d'Estadística i Investigació Operativa,181130,11
44812,Departament d'Estadística i Investigació Operativa,181158,24
44819,Departament d'Estadística i Investigació Operativa,181173,27
44844,Departament d'Estadística i Investigació Operativa,181217,25
44961,Departament d'Estadística i Investigació Operativa,181663,12
45085,Departament d'Estadística i Investigació Operativa,182115,19
45208,Departament d'Estadística i Investigació Operativa,182676,5
45210,Departament d'Estadística i Investigació Operativa,182708,47
45291,Departament d'Estadística i Investigació Operativa,183129,14
45311,Departament d'Estadística i Investigació Operativa,183240,12
45340,Departament d'Estadística i Investigació Operativa,183998,11
45510,Departament d'Estadística i Investigació Operativa,21121928,1
45665,Departament d'Estadística i Investigació Operativa,23618436,1
45687,Departament d'Estadística i Investigació Operativa,23641305,1
45698,Departament d'Estadística i Investigació Operativa,23641802,1
45813,Departament d'Estadística i Investigació Operativa,25895836,1
45830,Departament d'Estadística i Investigació Operativa,25898282,2
45878,Departament d'Estadística i Investigació Operativa,2747042,5
45890,Departament d'Estadística i Investigació Operativa,28111484,40
46075,Departament d'Estadística i Investigació Operativa,5823271,1
46140,Departament d'Expressió Gràfica a l'Enginyeria,11005541,7
46248,Departament d'Expressió Gràfica a l'Enginyeria,12770746,4
46322,Departament d'Expressió Gràfica a l'Enginyeria,15042865,6
46328,Departament d'Expressió Gràfica a l'Enginyeria,15114254,8
46416,Departament d'Expressió Gràfica a l'Enginyeria,16824852,3
46496,Departament d'Expressió Gràfica a l'Enginyeria,177866,2
46534,Departament d'Expressió Gràfica a l'Enginyeria,177981,5
46605,Departament d'Expressió Gràfica a l'Enginyeria,178283,6
46792,Departament d'Expressió Gràfica a l'Enginyeria,178838,72
46843,Departament d'Expressió Gràfica a l'Enginyeria,179016,29
47048,Departament d'Expressió Gràfica a l'Enginyeria,179693,1
47092,Departament d'Expressió Gràfica a l'Enginyeria,179822,3
47275,Departament d'Expressió Gràfica a l'Enginyeria,180281,2
47463,Departament d'Expressió Gràfica a l'Enginyeria,180880,23
47476,Departament d'Expressió Gràfica a l'Enginyeria,180931,8
47544,Departament d'Expressió Gràfica a l'Enginyeria,181197,13
47545,Departament d'Expressió Gràfica a l'Enginyeria,181199,49
47565,Departament d'Expressió Gràfica a l'Enginyeria,181239,14
47577,Departament d'Expressió Gràfica a l'Enginyeria,181325,67
47607,Departament d'Expressió Gràfica a l'Enginyeria,181402,25
47632,Departament d'Expressió Gràfica a l'Enginyeria,181488,12
47833,Departament d'Expressió Gràfica a l'Enginyeria,182272,49
48001,Departament d'Expressió Gràfica a l'Enginyeria,183089,1
48034,Departament d'Expressió Gràfica a l'Enginyeria,183320,1
48038,Departament d'Expressió Gràfica a l'Enginyeria,183365,23
48055,Departament d'Expressió Gràfica a l'Enginyeria,184116,15
48111,Departament d'Expressió Gràfica a l'Enginyeria,1918206,19
48180,Departament d'Expressió Gràfica a l'Enginyeria,20338659,3
48427,Departament d'Expressió Gràfica a l'Enginyeria,25145441,17
48498,Departament d'Expressió Gràfica a l'Enginyeria,25839692,1
48575,Departament d'Expressió Gràfica a l'Enginyeria,26406293,5
48689,Departament d'Expressió Gràfica a l'Enginyeria,31987194,5
48751,Departament d'Expressió Gràfica a l'Enginyeria,5083579,2
48764,Departament d'Expressió Gràfica a l'Enginyeria,5286205,8
48847,Departament d'Organització d'Empreses,11005044,2
48856,Departament d'Organització d'Empreses,11006161,6
48859,Departament d'Organització d'Empreses,11006539,1
48865,Departament d'Organització d'Empreses,11006961,34
48874,Departament d'Organització d'Empreses,11007482,1
48875,Departament d'Organització d'Empreses,11007679,5
48910,Departament d'Organització d'Empreses,11214280,6
48936,Departament d'Organització d'Empreses,12508679,2
49033,Departament d'Organització d'Empreses,15042740,12
49125,Departament d'Organització d'Empreses,1678374,83
49140,Departament d'Organització d'Empreses,16919649,2
49207,Departament d'Organització d'Empreses,177865,1
49230,Departament d'Organització d'Empreses,177906,9
49244,Departament d'Organització d'Empreses,177978,8
49290,Departament d'Organització d'Empreses,178199,10
49302,Departament d'Organització d'Empreses,178232,8
49371,Departament d'Organització d'Empreses,178407,47
49415,Departament d'Organització d'Empreses,178544,11
49551,Departament d'Organització d'Empreses,179009,5
49561,Departament d'Organització d'Empreses,179029,3
49616,Departament d'Organització d'Empreses,179224,19
49693,Departament d'Organització d'Empreses,179516,20
49703,Departament d'Organització d'Empreses,179539,6
49709,Departament d'Organització d'Empreses,179550,2
49712,Departament d'Organització d'Empreses,179566,1
49743,Departament d'Organització d'Empreses,179662,3
49777,Departament d'Organització d'Empreses,179748,1
49826,Departament d'Organització d'Empreses,179885,19
49883,Departament d'Organització d'Empreses,180035,4
49954,Departament d'Organització d'Empreses,180216,1
49962,Departament d'Organització d'Empreses,180235,23
50014,Departament d'Organització d'Empreses,180366,76
50015,Departament d'Organització d'Empreses,180367,9
50018,Departament d'Organització d'Empreses,180383,18
50077,Departament d'Organització d'Empreses,180552,14
50102,Departament d'Organització d'Empreses,180634,19
50115,Departament d'Organització d'Empreses,180681,43
50161,Departament d'Organització d'Empreses,180826,22
50241,Departament d'Organització d'Empreses,181168,17
50304,Departament d'Organització d'Empreses,181359,1
50336,Departament d'Organització d'Empreses,181455,14
50357,Departament d'Organització d'Empreses,181539,45
50359,Departament d'Organització d'Empreses,181542,2
50418,Departament d'Organització d'Empreses,181776,2
50478,Departament d'Organització d'Empreses,181984,26
50514,Departament d'Organització d'Empreses,182134,3
50523,Departament d'Organització d'Empreses,182156,33
50563,Departament d'Organització d'Empreses,182350,44
50647,Departament d'Organització d'Empreses,182752,1
50651,Departament d'Organització d'Empreses,182768,3
50691,Departament d'Organització d'Empreses,182949,4
50692,Departament d'Organització d'Empreses,182950,5
50707,Departament d'Organització d'Empreses,183065,24
50710,Departament d'Organització d'Empreses,183072,14
50727,Departament d'Organització d'Empreses,183195,6
50740,Departament d'Organització d'Empreses,183282,14
51151,Departament d'Organització d'Empreses,25179211,1
51387,Departament d'Organització d'Empreses,31219613,8
51429,Departament d'Organització d'Empreses,3571336,22
51436,Departament d'Organització d'Empreses,4445784,9
51440,Departament d'Organització d'Empreses,4446137,10
51442,Departament d'Organització d'Empreses,4450794,7
51444,Departament d'Organització d'Empreses,4476204,6
51461,Departament d'Organització d'Empreses,5076666,60
51465,Departament d'Organització d'Empreses,5088520,6
51480,Departament d'Organització d'Empreses,5317969,1
51487,Departament d'Organització d'Empreses,5454802,12
51502,Departament d'Organització d'Empreses,6048005,32
51612,Departament d'Urbanisme i Ordenació del Territori,11147521,13
51625,Departament d'Urbanisme i Ordenació del Territori,11251035,42
51640,Departament d'Urbanisme i Ordenació del Territori,11750537,13
51651,Departament d'Urbanisme i Ordenació del Territori,12609508,2
51694,Departament d'Urbanisme i Ordenació del Territori,12913406,8
51831,Departament d'Urbanisme i Ordenació del Territori,16670482,1
51845,Departament d'Urbanisme i Ordenació del Territori,16846630,2
51978,Departament d'Urbanisme i Ordenació del Territori,178099,1
51984,Departament d'Urbanisme i Ordenació del Territori,178117,3
51986,Departament d'Urbanisme i Ordenació del Territori,178138,8
52063,Departament d'Urbanisme i Ordenació del Territori,178344,32
52073,Departament d'Urbanisme i Ordenació del Territori,178388,26
52074,Departament d'Urbanisme i Ordenació del Territori,178391,18
52111,Departament d'Urbanisme i Ordenació del Territori,178501,11
52235,Departament d'Urbanisme i Ordenació del Territori,178910,17
52255,Departament d'Urbanisme i Ordenació del Territori,178975,2
52261,Departament d'Urbanisme i Ordenació del Territori,179002,56
52414,Departament d'Urbanisme i Ordenació del Territori,179536,18
52486,Departament d'Urbanisme i Ordenació del Territori,179726,3
52636,Departament d'Urbanisme i Ordenació del Territori,180130,4
52750,Departament d'Urbanisme i Ordenació del Territori,180440,2
52840,Departament d'Urbanisme i Ordenació del Territori,180719,18
52928,Departament d'Urbanisme i Ordenació del Territori,181037,4
52947,Departament d'Urbanisme i Ordenació del Territori,181151,12
53023,Departament d'Urbanisme i Ordenació del Territori,181375,8
53136,Departament d'Urbanisme i Ordenació del Territori,181792,46
53202,Departament d'Urbanisme i Ordenació del Territori,182029,13
53361,Departament d'Urbanisme i Ordenació del Territori,182761,25
53528,Departament d'Urbanisme i Ordenació del Territori,1918139,14
53530,Departament d'Urbanisme i Ordenació del Territori,1918172,8
53622,Departament d'Urbanisme i Ordenació del Territori,2047110,16
53666,Departament d'Urbanisme i Ordenació del Territori,21666500,8
53696,Departament d'Urbanisme i Ordenació del Territori,22036859,2
53773,Departament d'Urbanisme i Ordenació del Territori,23214346,6
53858,Departament d'Urbanisme i Ordenació del Territori,25171667,1
53932,Departament d'Urbanisme i Ordenació del Territori,25864998,3
54036,Departament d'Urbanisme i Ordenació del Territori,28961158,1
54041,Departament d'Urbanisme i Ordenació del Territori,28961663,12
54090,Departament d'Urbanisme i Ordenació del Territori,31000923,2
54159,Departament d'Urbanisme i Ordenació del Territori,4506247,1
54208,Departament d'Urbanisme i Ordenació del Territori,5806625,5
54210,Departament d'Urbanisme i Ordenació del Territori,5821998,2
54228,Departament d'Urbanisme i Ordenació del Territori,8948359,1
54229,Departament d'Urbanisme i Ordenació del Territori,8949988,1
54230,Departament d'Urbanisme i Ordenació del Territori,8950493,2
54469,Departament d'Òptica i Optometria,15141909,6
54560,Departament d'Òptica i Optometria,16891010,9
54570,Departament d'Òptica i Optometria,17077147,2
54622,Departament d'Òptica i Optometria,177823,1
54641,Departament d'Òptica i Optometria,177889,10
54651,Departament d'Òptica i Optometria,177902,3
54662,Departament d'Òptica i Optometria,177937,3
54664,Departament d'Òptica i Optometria,177940,3
54745,Departament d'Òptica i Optometria,178290,4
54763,Departament d'Òptica i Optometria,178328,25
54767,Departament d'Òptica i Optometria,178332,4
54882,Departament d'Òptica i Optometria,178621,5
55047,Departament d'Òptica i Optometria,179249,63
55053,Departament d'Òptica i Optometria,179264,8
55054,Departament d'Òptica i Optometria,179269,66
55063,Departament d'Òptica i Optometria,179300,2
55152,Departament d'Òptica i Optometria,179614,13
55169,Departament d'Òptica i Optometria,179664,4
55178,Departament d'Òptica i Optometria,179679,11
55231,Departament d'Òptica i Optometria,179827,14
55232,Departament d'Òptica i Optometria,179828,49
55233,Departament d'Òptica i Optometria,179837,1
55357,Departament d'Òptica i Optometria,180155,10
55362,Departament d'Òptica i Optometria,180173,30
55406,Departament d'Òptica i Optometria,180270,13
55418,Departament d'Òptica i Optometria,180312,39
55478,Departament d'Òptica i Optometria,180481,23
55566,Departament d'Òptica i Optometria,180768,77
55631,Departament d'Òptica i Optometria,181016,55
56037,Departament d'Òptica i Optometria,182612,21
56289,Departament d'Òptica i Optometria,19687995,5
56313,Departament d'Òptica i Optometria,20338435,4
56578,Departament d'Òptica i Optometria,25180058,2
56579,Departament d'Òptica i Optometria,25180092,2
56581,Departament d'Òptica i Optometria,25180182,1
56694,Departament d'Òptica i Optometria,25974808,1
56845,Departament d'Òptica i Optometria,32847597,8
56968,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11000835,2
56976,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11003413,37
56996,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11006634,52
57005,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11007078,24
57031,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11108371,13
57063,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11750527,21
57065,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,11806092,11
57165,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,14991286,3
57168,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,15005933,28
57218,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,15447925,1
57268,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,16846586,6
57277,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,16928708,7
57308,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,17704658,6
57309,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,17704686,3
57311,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,17704810,10
57313,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,17704906,33
57409,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,178137,23
57419,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,178183,16
57491,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,178362,84
57578,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,178593,19
57656,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,178897,39
57739,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179128,15
57768,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179278,18
57923,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179787,70
57932,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179802,28
57990,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179954,105
57997,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,179964,32
58108,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180253,61
58109,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180254,86
58160,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180398,3
58172,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180435,14
58198,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180501,168
58234,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180622,162
58236,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180626,57
58265,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180720,19
58270,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180734,46
58282,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180786,29
58293,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180814,11
58327,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,180937,28
58355,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181057,2
58386,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181189,46
58405,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181223,26
58458,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181423,16
58460,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181430,57
58508,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181582,43
58555,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181781,72
58557,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181785,88
58563,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181799,72
58594,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,181924,20
58680,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182271,19
58740,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182517,56
58742,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182524,18
58769,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182705,10
58794,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182809,29
58808,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182858,25
58812,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,182871,12
58848,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,183080,27
58869,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,183235,2
58916,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,184288,33
58969,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,1918244,21
58986,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,19687422,15
59050,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,2070439,28
59137,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,22037872,2
59144,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,22038257,5
59148,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,22038681,16
59179,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,2250596,5
59211,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,23528048,5
59226,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,23640754,3
59228,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,23640844,2
59331,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25209201,3
59332,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25209312,4
59333,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25209321,12
59340,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,2524427,64
59350,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25847171,1
59377,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25897182,13
59380,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25897390,43
59407,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,25976584,4
59411,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,26104199,2
59428,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,26580493,15
59442,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,27561145,17
59471,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,29269255,9
59498,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,29843358,37
59512,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,30964719,1
59513,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,31000788,1
59554,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,32535825,2
59564,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,34200218,8
59573,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,4445897,1
59629,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,569969,13
59706,Departament de Ciència i Enginyeria Nàutiques,11006495,2
59711,Departament de Ciència i Enginyeria Nàutiques,11006815,17
59765,Departament de Ciència i Enginyeria Nàutiques,11485655,11
59887,Departament de Ciència i Enginyeria Nàutiques,15114218,3
59926,Departament de Ciència i Enginyeria Nàutiques,15426822,3
59945,Departament de Ciència i Enginyeria Nàutiques,15594743,3
60348,Departament de Ciència i Enginyeria Nàutiques,178798,5
60503,Departament de Ciència i Enginyeria Nàutiques,179345,14
60633,Departament de Ciència i Enginyeria Nàutiques,179782,1
60729,Departament de Ciència i Enginyeria Nàutiques,180029,4
60986,Departament de Ciència i Enginyeria Nàutiques,180755,36
61003,Departament de Ciència i Enginyeria Nàutiques,180806,5
61013,Departament de Ciència i Enginyeria Nàutiques,180839,2
61204,Departament de Ciència i Enginyeria Nàutiques,181536,3
61382,Departament de Ciència i Enginyeria Nàutiques,182200,32
61438,Departament de Ciència i Enginyeria Nàutiques,182476,31
61549,Departament de Ciència i Enginyeria Nàutiques,183042,1
61568,Departament de Ciència i Enginyeria Nàutiques,183153,2
61580,Departament de Ciència i Enginyeria Nàutiques,183234,6
61582,Departament de Ciència i Enginyeria Nàutiques,183236,4
61592,Departament de Ciència i Enginyeria Nàutiques,183306,17
61916,Departament de Ciència i Enginyeria Nàutiques,23377884,1
62185,Departament de Ciència i Enginyeria Nàutiques,29437457,1
62493,Departament de Ciències de la Computació,1237187,3
62523,Departament de Ciències de la Computació,12790750,1
62529,Departament de Ciències de la Computació,12849123,3
62532,Departament de Ciències de la Computació,12866209,8
62538,Departament de Ciències de la Computació,12911051,3
62665,Departament de Ciències de la Computació,15828661,4
62678,Departament de Ciències de la Computació,16670455,3
62715,Departament de Ciències de la Computació,17703843,1
62750,Departament de Ciències de la Computació,177790,18
62751,Departament de Ciències de la Computació,177791,9
62776,Departament de Ciències de la Computació,177888,36
62792,Departament de Ciències de la Computació,177908,10
62793,Departament de Ciències de la Computació,177909,11
62854,Departament de Ciències de la Computació,178205,5
62946,Departament de Ciències de la Computació,178443,11
62994,Departament de Ciències de la Computació,178575,3
63017,Departament de Ciències de la Computació,178620,4
63022,Departament de Ciències de la Computació,178637,23
63032,Departament de Ciències de la Computació,178679,20
63037,Departament de Ciències de la Computació,178685,11
63067,Departament de Ciències de la Computació,178845,23
63122,Departament de Ciències de la Computació,179033,15
63133,Departament de Ciències de la Computació,179053,21
63135,Departament de Ciències de la Computació,179058,47
63143,Departament de Ciències de la Computació,179074,10
63177,Departament de Ciències de la Computació,179228,1
63180,Departament de Ciències de la Computació,179234,45
63210,Departament de Ciències de la Computació,179330,3
63224,Departament de Ciències de la Computació,179365,15
63293,Departament de Ciències de la Computació,179638,1
63311,Departament de Ciències de la Computació,179674,1
63313,Departament de Ciències de la Computació,179678,13
63317,Departament de Ciències de la Computació,179685,4
63318,Departament de Ciències de la Computació,179690,17
63324,Departament de Ciències de la Computació,179703,1
63326,Departament de Ciències de la Computació,179705,11
63363,Departament de Ciències de la Computació,179816,14
63417,Departament de Ciències de la Computació,179958,22
63452,Departament de Ciències de la Computació,180057,12
63459,Departament de Ciències de la Computació,180072,4
63481,Departament de Ciències de la Computació,180124,17
63482,Departament de Ciències de la Computació,180127,5
63483,Departament de Ciències de la Computació,180128,2
63513,Departament de Ciències de la Computació,180212,5
63516,Departament de Ciències de la Computació,180218,1
63531,Departament de Ciències de la Computació,180246,6
63558,Departament de Ciències de la Computació,180320,156
