Publication_year,Department_UPC,ID_article
2022,Departament d'Enginyeria Mecanica,44
2022,"Departament d'Enginyeria Minera, Industrial i TIC",23
2022,Departament d'Enginyeria Quimica,102
2022,Departament d'Enginyeria Telematica,19
2022,Departament d'Enginyeria de Projectes i de la Construccio,35
2022,Departament d'Enginyeria de Serveis i Sistemes d'Informacio,11
2022,"Departament d'Enginyeria de Sistemes, Automatica i Informatica Industrial",66
2022,Departament d'Estadistica i Investigacio Operativa,41
2022,Departament d'Expressio Grafica a l'Enginyeria,25
2022,Departament d'Organitzacio d'Empreses,34
2022,Departament d'Urbanisme i Ordenacio del Territori,17
2022,Departament d'Optica i Optometria,18
2022,Departament de Ciencia dels Materials i Enginyeria Metal·lurgica,69
2022,Departament de Ciencia i Enginyeria Nautiques,14
2022,Departament de Ciencies de la Computacio,37
2022,Departament de Fisica,149
2022,Departament de Matematiques,96
2022,Departament de Mecanica de Fluids,36
2022,Departament de Maquines i Motors Termics,21
2022,Departament de Projectes Arquitectonics,7
2022,Departament de Representacio Arquitectonica,7
2022,Departament de Resistencia de Materials i Estructures a l'Enginyeria,32
2022,Departament de Tecnologia de l'Arquitectura,43
2022,Departament de Teoria del Senyal i Comunicacions,67
2022,Departament de Teoria i Historia de l'Arquitectura i Tecniques de Comunicacio,9
2022,"Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa",0
2022,Escola Tecnica Superior d'Enginyeria de Telecomunicacio de Barcelona,3
2022,Grup de Recerca Aplicada en Hidrometeorologia,0
2022,Institut d'Investigacio Textil de Cooperacio Industrial de Terrassa,2
2022,Institut d'Organitzacio i Control de Sistemes Industrials,1
2022,Institut de Ciencies de l'Educacio,10
2022,Institut de Robotica i Informatica Industrial,15
2022,Institut de Tecniques Energetiques,5
