Publication_year,Department_UPC,ID_article
2022,"Centre de Desenvolupament de Sensors, Instrumentació i Sistemes",3
2022,Càtedra UNESCO de Sostenibilitat,0
2022,Departament d'Arquitectura de Computadors,64
2022,Departament d'Enginyeria Agroalimentària i Biotecnologia,35
2022,Departament d'Enginyeria Civil i Ambiental,226
2022,Departament d'Enginyeria Electrònica,78
2022,Departament d'Enginyeria Elèctrica,56
2022,Departament d'Enginyeria Mecànica,44
2022,"Departament d'Enginyeria Minera, Industrial i TIC",23
2022,Departament d'Enginyeria Química,102
2022,Departament d'Enginyeria Telemàtica,19
2022,Departament d'Enginyeria de Projectes i de la Construcció,35
2022,Departament d'Enginyeria de Serveis i Sistemes d'Informació,11
2022,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",66
2022,Departament d'Estadística i Investigació Operativa,41
2022,Departament d'Expressió Gràfica a l'Enginyeria,25
2022,Departament d'Organització d'Empreses,34
2022,Departament d'Urbanisme i Ordenació del Territori,17
2022,Departament d'Òptica i Optometria,18
2022,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,69
2022,Departament de Ciència i Enginyeria Nàutiques,14
2022,Departament de Ciències de la Computació,37
2022,Departament de Física,149
2022,Departament de Matemàtiques,96
2022,Departament de Mecànica de Fluids,36
2022,Departament de Màquines i Motors Tèrmics,21
2022,Departament de Projectes Arquitectònics,7
2022,Departament de Representació Arquitectònica,7
2022,Departament de Resistència de Materials i Estructures a l'Enginyeria,32
2022,Departament de Tecnologia de l'Arquitectura,43
2022,Departament de Teoria del Senyal i Comunicacions,67
2022,Departament de Teoria i Història de l'Arquitectura i Tècniques de Comunicació,9
2022,"Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa",0
2022,Escola Tècnica Superior d'Enginyeria de Telecomunicació de Barcelona,3
2022,Grup de Recerca Aplicada en Hidrometeorologia,0
2022,Institut d'Investigació Tèxtil de Cooperació Industrial de Terrassa,2
2022,Institut d'Organització i Control de Sistemes Industrials,1
2022,Institut de Ciències de l'Educació,10
2022,Institut de Robòtica i Informàtica Industrial,15
2022,Institut de Tècniques Energètiques,5
2023,Centre Específic de Recerca de Mètodes Numèrics en Ciències Aplicades i Enginyeria,0
2023,Centre Tecnològic de Vilanova i la Geltrú,0
2023,"Centre de Desenvolupament de Sensors, Instrumentació i Sistemes",0
2023,Càtedra UNESCO de Sostenibilitat,0
2023,Departament d'Arquitectura de Computadors,0
2023,Departament d'Enginyeria Agroalimentària i Biotecnologia,0
2023,Departament d'Enginyeria Civil i Ambiental,0
2023,Departament d'Enginyeria Electrònica,0
2023,Departament d'Enginyeria Elèctrica,0
2023,Departament d'Enginyeria Mecànica,0
2023,"Departament d'Enginyeria Minera, Industrial i TIC",0
2023,Departament d'Enginyeria Química,0
2023,Departament d'Enginyeria Telemàtica,1
2023,Departament d'Enginyeria de Projectes i de la Construcció,0
2023,Departament d'Enginyeria de Serveis i Sistemes d'Informació,1
2023,"Departament d'Enginyeria de Sistemes, Automàtica i Informàtica Industrial",0
2023,Departament d'Estadística i Investigació Operativa,0
2023,Departament d'Expressió Gràfica a l'Enginyeria,0
2023,Departament d'Organització d'Empreses,0
2023,Departament d'Urbanisme i Ordenació del Territori,0
2023,Departament d'Òptica i Optometria,0
2023,Departament de Ciència dels Materials i Enginyeria Metal·lúrgica,0
2023,Departament de Ciència i Enginyeria Nàutiques,0
2023,Departament de Ciències de la Computació,0
2023,Departament de Física,0
2023,Departament de Matemàtiques,0
2023,Departament de Mecànica de Fluids,0
2023,Departament de Màquines i Motors Tèrmics,0
2023,Departament de Projectes Arquitectònics,0
2023,Departament de Representació Arquitectònica,0
2023,Departament de Resistència de Materials i Estructures a l'Enginyeria,0
2023,Departament de Tecnologia de l'Arquitectura,0
2023,Departament de Teoria del Senyal i Comunicacions,0
2023,Departament de Teoria i Història de l'Arquitectura i Tècniques de Comunicació,0
2023,"Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa",0
2023,Escola Tècnica Superior d'Enginyeria de Telecomunicació de Barcelona,0
2023,Grup de Recerca Aplicada en Hidrometeorologia,0
2023,Institut d'Investigació Tèxtil de Cooperació Industrial de Terrassa,0
2023,Institut d'Organització i Control de Sistemes Industrials,0
2023,Institut de Ciències de l'Educació,0
2023,Institut de Robòtica i Informàtica Industrial,0
2023,Institut de Tècniques Energètiques,0
